District,zone,belt,region,Year BS,Year AD,Maternal/Neonatal Death,Number of people,Zone,Belt,Region
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Still birth,23,Mahakali,Mountain,Far-Western
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Maternal Death,6,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Neonatal Death,5,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Still birth,11,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Maternal Death,1,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Neonatal Death,17,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Still birth,35,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Maternal Death,4,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Neonatal Death,11,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Still birth,34,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Maternal Death,8,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Neonatal Death,33,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Still birth,127,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Maternal Death,10,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Neonatal Death,136,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Still birth,294,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Maternal Death,25,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Neonatal Death,147,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Still birth,47,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Maternal Death,1,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Neonatal Death,17,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Still birth,12,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Maternal Death,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Neonatal Death,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Still birth,7,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Maternal Death,3,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Neonatal Death,15,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Still birth,45,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Maternal Death,1,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Neonatal Death,12,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Still birth,21,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Maternal Death,3,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Neonatal Death,16,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Still birth,18,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Maternal Death,5,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Neonatal Death,24,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Still birth,35,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Maternal Death,3,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Neonatal Death,15,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Still birth,39,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Maternal Death,2,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Neonatal Death,14,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Still birth,30,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Maternal Death,1,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Neonatal Death,4,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Still birth,148,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Maternal Death,2,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Neonatal Death,10,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Still birth,152,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Maternal Death,28,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Neonatal Death,19,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Still birth,26,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Maternal Death,4,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Neonatal Death,20,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Still birth,46,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Maternal Death,5,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Neonatal Death,13,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Still birth,73,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Maternal Death,3,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Neonatal Death,20,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Still birth,22,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Maternal Death,1,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Neonatal Death,14,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Still birth,17,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Maternal Death,22,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Neonatal Death,6,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Still birth,19,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Maternal Death,3,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Neonatal Death,23,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Still birth,35,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Maternal Death,7,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Death,17,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Still birth,39,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Maternal Death,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Death,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Still birth,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Maternal Death,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Death,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Still birth,1,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Maternal Death,5,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Death,250,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Still birth,412,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Maternal Death,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Death,4,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Still birth,22,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Maternal Death,1,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Neonatal Death,3,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Still birth,1,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Maternal Death,2,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Death,18,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Still birth,47,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Maternal Death,7,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Neonatal Death,25,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Still birth,37,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Maternal Death,1,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Neonatal Death,7,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Still birth,37,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,Maternal Death,1,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,Neonatal Death,19,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,Still birth,31,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,Maternal Death,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,Neonatal Death,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,Still birth,0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,Maternal Death,9,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,Neonatal Death,58,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,Still birth,84,Narayani,Terai,Central
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Maternal Death,2,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Neonatal Death,14,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Still birth,33,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Maternal Death,1,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Neonatal Death,13,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Still birth,37,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Maternal Death,4,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Neonatal Death,10,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Still birth,22,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Maternal Death,2,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Neonatal Death,6,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Still birth,13,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Maternal Death,8,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Neonatal Death,84,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Still birth,138,Gandaki,Hill,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Maternal Death,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Neonatal Death,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Still birth,0,Gandaki,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Maternal Death,1,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Neonatal Death,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Still birth,4,Dhawalagiri,Mountain,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Maternal Death,1,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Neonatal Death,23,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Still birth,8,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Maternal Death,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Neonatal Death,11,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Still birth,33,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Maternal Death,3,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Neonatal Death,14,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Still birth,24,Dhawalagiri,Hill,Western
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Maternal Death,1,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Neonatal Death,2,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Still birth,2,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Maternal Death,10,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Neonatal Death,35,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Still birth,81,Lumbini,Hill,Western
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Maternal Death,1,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Neonatal Death,31,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Still birth,55,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Maternal Death,21,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Neonatal Death,166,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Still birth,0,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,Maternal Death,12,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,Neonatal Death,78,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,Still birth,42,Lumbini,Terai,Western
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Maternal Death,1,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Neonatal Death,23,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Still birth,38,Lumbini,Hill,Western
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Maternal Death,3,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Neonatal Death,12,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Still birth,27,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Maternal Death,0,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Neonatal Death,12,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Still birth,5,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Maternal Death,6,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Neonatal Death,42,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Still birth,53,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Maternal Death,4,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Neonatal Death,29,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Still birth,36,Rapti,Hill,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Maternal Death,4,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Neonatal Death,26,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Still birth,82,Rapti,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Maternal Death,18,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Neonatal Death,151,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Still birth,275,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Maternal Death,5,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Neonatal Death,45,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Still birth,81,Bheri,Terai,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Maternal Death,6,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Neonatal Death,56,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Still birth,120,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Maternal Death,5,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Neonatal Death,40,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Still birth,105,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Maternal Death,7,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Neonatal Death,17,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Still birth,22,Bheri,Hill,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Maternal Death,6,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Neonatal Death,4,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Still birth,5,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Maternal Death,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Neonatal Death,16,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Still birth,31,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Maternal Death,7,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Neonatal Death,36,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Still birth,25,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Maternal Death,3,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Neonatal Death,12,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Still birth,10,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Maternal Death,1,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Neonatal Death,34,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Still birth,22,Karnali,Mountain,Mid-Western
Mid Western,,,,2069/70,2012/13,Maternal Death,75,,,
Mid Western,,,,2069/70,2012/13,Neonatal Death,532,,,
Mid Western,,,,2069/70,2012/13,Still birth,899,,,
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Maternal Death,4,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Neonatal Death,15,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Still birth,37,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Maternal Death,39,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Neonatal Death,49,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Still birth,72,Seti,Mountain,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Maternal Death,48,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Neonatal Death,41,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Still birth,86,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Maternal Death,3,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Neonatal Death,54,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Still birth,52,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Maternal Death,16,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Neonatal Death,75,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Still birth,134,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Maternal Death,8,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Neonatal Death,33,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Still birth,68,Mahakali,Terai,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Maternal Death,5,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Neonatal Death,54,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Still birth,60,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Maternal Death,3,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Neonatal Death,72,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Still birth,66,Mahakali,Hill,Far-Western
