District,zone,belt,region,Year BS,Year AD,Maternal/Neonatal Death,Number of people,Zone,Belt,Region
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Maternal Death,1,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Neonatal Death,10,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Still birth,20,Mahakali,Mountain,Far-Western
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Maternal Death,1,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Neonatal Death,8,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Still birth,15,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Maternal Death,2,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Neonatal Death,23,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Still birth,40,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Maternal Death,4,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Neonatal Death,12,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Still birth,26,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Maternal Death,0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Neonatal Death,14,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Still birth,99,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Maternal Death,10,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Neonatal Death,75,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Still birth,283,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Maternal Death,3,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Neonatal Death,19,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Still birth,41,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Maternal Death,3,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Neonatal Death,13,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Still birth,13,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Maternal Death,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Neonatal Death,6,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Still birth,6,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Maternal Death,3,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Neonatal Death,16,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Still birth,37,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Maternal Death,0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Neonatal Death,13,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Still birth,29,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Maternal Death,6,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Neonatal Death,16,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Still birth,25,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Maternal Death,1,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Neonatal Death,31,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Still birth,40,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Maternal Death,2,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Neonatal Death,7,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Still birth,16,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Maternal Death,4,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Neonatal Death,23,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Still birth,34,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Maternal Death,0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Neonatal Death,9,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Still birth,146,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Maternal Death,0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Neonatal Death,6,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Still birth,104,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Maternal Death,18,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Neonatal Death,12,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Still birth,12,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Maternal Death,3,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Neonatal Death,12,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Still birth,63,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Maternal Death,0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Neonatal Death,32,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Still birth,106,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Maternal Death,3,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Neonatal Death,15,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Still birth,35,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Maternal Death,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Neonatal Death,9,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Still birth,15,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Maternal Death,2,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Neonatal Death,16,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Still birth,13,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Maternal Death,4,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Neonatal Death,36,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Still birth,24,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Maternal Death,3,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Neonatal Death,38,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Still birth,95,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Maternal Death,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Neonatal Death,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Still birth,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Maternal Death,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Neonatal Death,8,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Still birth,8,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Maternal Death,13,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Neonatal Death,239,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Still birth,418,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Maternal Death,3,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Neonatal Death,7,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Still birth,40,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Maternal Death,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Neonatal Death,3,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Still birth,1,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Maternal Death,1,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Neonatal Death,18,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Still birth,44,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Maternal Death,3,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Neonatal Death,27,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Still birth,23,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Maternal Death,0,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Neonatal Death,3,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Still birth,19,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Maternal Death,3,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Neonatal Death,26,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Still birth,47,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Maternal Death,2,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Neonatal Death,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Still birth,0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Maternal Death,4,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Neonatal Death,63,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Still birth,208,Narayani,Terai,Central
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Maternal Death,3,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Neonatal Death,23,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Still birth,54,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Maternal Death,1,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Neonatal Death,7,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Still birth,21,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Maternal Death,1,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Neonatal Death,7,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Still birth,21,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Maternal Death,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Neonatal Death,5,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Still birth,11,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Maternal Death,12,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Neonatal Death,69,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Still birth,157,Gandaki,Hill,Western
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Maternal Death,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Neonatal Death,0,Gandaki,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Maternal Death,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Neonatal Death,6,Dhawalagiri,Mountain,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Maternal Death,1,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Neonatal Death,9,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Still birth,15,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Maternal Death,0,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Neonatal Death,4,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Still birth,12,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Maternal Death,0,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Neonatal Death,8,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Still birth,11,Dhawalagiri,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Maternal Death,0,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Neonatal Death,2,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Still birth,11,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Maternal Death,2,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Neonatal Death,4,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Still birth,24,Lumbini,Hill,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Maternal Death,2,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Neonatal Death,15,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Still birth,51,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Maternal Death,34,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Neonatal Death,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Still birth,0,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Maternal Death,3,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Neonatal Death,53,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Still birth,38,Lumbini,Terai,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Maternal Death,3,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Neonatal Death,29,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Still birth,42,Lumbini,Hill,Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Maternal Death,3,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Neonatal Death,13,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Still birth,31,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Maternal Death,8,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Neonatal Death,10,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Still birth,13,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Maternal Death,7,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Neonatal Death,24,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Still birth,31,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Maternal Death,1,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Neonatal Death,18,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Still birth,15,Rapti,Hill,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Maternal Death,5,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Neonatal Death,34,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Still birth,108,Rapti,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Maternal Death,22,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Neonatal Death,340,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Still birth,495,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Maternal Death,7,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Neonatal Death,52,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Still birth,130,Bheri,Terai,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Maternal Death,4,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Neonatal Death,54,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Still birth,132,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Maternal Death,1,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Neonatal Death,41,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Still birth,83,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,Maternal Death,5,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,Neonatal Death,23,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,Still birth,22,Bheri,Hill,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Maternal Death,1,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Neonatal Death,2,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Still birth,2,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Maternal Death,1,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Neonatal Death,15,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Still birth,16,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,Maternal Death,5,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,Neonatal Death,26,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,Still birth,35,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,Maternal Death,3,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,Neonatal Death,2,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,Still birth,15,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Maternal Death,1,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Neonatal Death,35,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Still birth,19,Karnali,Mountain,Mid-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Maternal Death,1,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Neonatal Death,24,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Still birth,44,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Maternal Death,8,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Neonatal Death,43,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Still birth,54,Seti,Mountain,Far-Western
Achham,Seti,Hill,Far-Western,2070/71,2013/14,Maternal Death,3,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2070/71,2013/14,Neonatal Death,42,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2070/71,2013/14,Still birth,88,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Maternal Death,6,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Neonatal Death,63,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Still birth,70,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,Maternal Death,14,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,Neonatal Death,160,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,Still birth,124,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Maternal Death,3,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Neonatal Death,60,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Still birth,61,Mahakali,Terai,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Maternal Death,2,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Neonatal Death,46,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Still birth,41,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Maternal Death,1,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Neonatal Death,79,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Still birth,74,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Maternal Death,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Neonatal Death,10,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Still birth,8,Mahakali,Mountain,Far-Western
